App > Industry/Discipline > Module,Simulation Name,Duration (Min),Learning Objective,Standards Body > Category,Standards
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single Conduit Prefab Assembly,17,Trainee will install a connector into a junction box.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single Conduit Prefab Assembly,17,Trainee will install a junction box onto a bracket and mud ring.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single Conduit Prefab Assembly,17,Trainee will mount an assembled device to wall studs.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC 1,20,Trainee will select and wear correct PPE.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC 1,20,Trainee will demonstrate how to complete a single MC installation without an HR box present.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC 1,20,Trainee will support MC vertically.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC 1,20,Trainee will complete an installation when no HR box is present.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC 1,20,Trainee will install device box.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC 1,20,Trainee will punch a hole in a track for a single MC installation without an HR box present.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC 1,20,Trainee will identify layout and correct device for single MC installation without an HR box present.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC 2,22,Trainee will select and wear correct PPE.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC 2,22,Trainee will demonstrate how to complete a single MC installation with an overhead box present.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC 2,22,Trainee will install an HR box for a single MC installation with an overhead box present.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC 2,22,Trainee will install MC into an HR box.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC 2,22,Trainee will prepare a single MC for installation with an overhead box present.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC 2,22,Trainee will prepare an HR box for a single MC installation with an overhead box present.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC 3,14,Trainee will select and wear correct PPE.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC 3,14,Trainee will demonstrate how to complete a single MC installation with an obstruction.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC 3,14,Trainee will complete MC installation with an obstruction when no HR box is present.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC 3,14,Trainee will install device box for a single MC installation with an obstruction.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC 3,14,Trainee will support MC vertically around an obstruction.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC 3,14,Trainee will identify layout and correct device for a single MC installation with an obstruction.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC 4,22,Trainee will select and wear correct PPE.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC 4,22,Trainee will demonstrate how to complete a single MC installation when extra vertical and horizontal supports are required.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC 4,22,Trainee will support MC vertically in a room with a high ceiling.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC 4,22,Trainee will support MC horizontally when the HR box is greater than 6 feet from the wall.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC 4,22,Trainee will install MC into an HR box.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC 4,22,Trainee will install device box for a single MC installation when extra vertical and horizontal supports are required.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC 4,22,Trainee will identify layout and correct device for a single MC installation when extra vertical and horizontal supports are required.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC 4,22,Trainee will prepare HR box for a single MC installation when extra vertical and horizontal supports are required.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC Prefab Assembly,18,Trainee will select and wear correct PPE.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC Prefab Assembly,18,"Trainee will demonstrate how to assemble, then install, a prefab device for a single MC.",OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC Prefab Assembly,18,Trainee will install a connector into a junction box.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC Prefab Assembly,18,Trainee will install a junction box onto a bracket and mud ring.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC Prefab Assembly,18,Trainee will install MC cable into a junction box.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC Prefab Assembly,18,Trainee will prep MC for installation.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Wall Wire Pulling,17,Trainee will select and wear correct PPE.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Wall Wire Pulling,17,Trainee will insert fish tape to safely pull wire.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Wall Wire Pulling,17,Trainee will demonstrate how to safely manage wires.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Wall Wire Pulling,17,"Trainee will demonstrate how to prepare for, label, and safely pull wire from wall boxes to an overhead box.",OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Wall Wire Pulling,17,Trainee will tape and label wire.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Wall Wire Pulling,17,Trainee will pull fish tape to safely pull wire.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Wall Wire Pulling,17,Trainee will identify boxes to correctly pull wire.,OSHA > OSHA-10: Construction > Subpart C: PPE,CS.1926.28 > Wearing of appropriate personal protective equipment.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Assessment 1,20,Trainee will install a connector into a junction box.,OSHA > OSHA-10: Construction > Subpart D: Occupational Health and Environmental Controls,CS.1926.52 > Protection against the effects of noise exposure
VTF-EC  >  Electrical Construction  >  Electrical Construction,Assessment 1,20,Trainee will prepare an MC for installation.,OSHA > OSHA-10: Construction > Subpart D: Occupational Health and Environmental Controls,CS.1926.52 > Protection against the effects of noise exposure
VTF-EC  >  Electrical Construction  >  Electrical Construction,Assessment 1,20,Trainee will perform and check a bend for a 90-degree stub-up.,OSHA > OSHA-10: Construction > Subpart D: Occupational Health and Environmental Controls,CS.1926.52 > Protection against the effects of noise exposure
VTF-EC  >  Electrical Construction  >  Electrical Construction,Assessment 1,20,Trainee will perform an offset bend.,OSHA > OSHA-10: Construction > Subpart D: Occupational Health and Environmental Controls,CS.1926.52 > Protection against the effects of noise exposure
VTF-EC  >  Electrical Construction  >  Electrical Construction,Assessment 1,20,Trainee will prepare an EMT and bender for 90-degree and offset bends.,OSHA > OSHA-10: Construction > Subpart D: Occupational Health and Environmental Controls,CS.1926.52 > Protection against the effects of noise exposure
VTF-EC  >  Electrical Construction  >  Electrical Construction,Assessment 1,20,Trainee will install an MC cable into a junction box.,OSHA > OSHA-10: Construction > Subpart D: Occupational Health and Environmental Controls,CS.1926.52 > Protection against the effects of noise exposure
